competitorId,competitorName,firstName,lastName,gender,genderId,age,ageNull,height,heightNull,weight,weightNull,bmi,bmiNull,affiliateName,affiliateId,countryOfOriginName,countryOfOriginCode,regionName,regionId,status,statusId,year,overallRank,overallScore,openCompetitor,openRank,openScore,gamesCompetitions,openCompetitions
16738,Feng Chew,Feng,Chew,F,2,23,0,157.0,0,50.0,0,20.28479857195018,0,,0,,0,,0,CUT,4,2009,65,108,0,1000,5000,1,3
16897,Dawn Hutchison,Dawn,Hutchison,F,2,24,0,173.0,0,73.0,0,24.3910588392529,0,,0,,0,,0,CUT,4,2009,31,162,0,1000,5000,1,3
16973,Carleen Mathews,Carleen,Mathews,F,2,31,0,158.0,0,64.0,0,25.63691716071142,0,CrossFit Saint Helens,10471,United States,1,North America,1,ACT,1,2015,36,347,1,17,623,1,1
16973,Carleen Mathews,Carleen,Mathews,F,2,32,0,158.0,0,64.0,0,25.63691716071142,0,CrossFit Saint Helens,10471,United States,1,North America,1,ACT,1,2016,23,532,1,18,196,2,2
16973,Carleen Mathews,Carleen,Mathews,F,2,33,0,158.0,0,64.0,0,25.63691716071142,0,,0,United States,1,North America,1,DNF,3,2017,38,38,1,21,349,3,3
17309,Linda Leipper,Linda,Leipper,F,2,40,0,163.0,0,57.0,0,21.453573713726524,0,,0,,0,,0,ACT,1,2008,12,25,0,1000,5000,1,3
17309,Linda Leipper,Linda,Leipper,F,2,41,0,163.0,0,57.0,0,21.453573713726524,0,,0,,0,,0,CUT,4,2009,40,120,0,1000,5000,2,3
17329,Marlene Andersson,Marlene,Andersson,F,2,30,0,165.0,0,59.0,0,21.6712580348944,0,CrossFit 965,9717,,0,Asia,6,CUT,4,2014,40,244,1,253,2800,1,1
17339,Candace Hamilton,Candace,Hamilton,F,2,26,0,166.0,0,71.0,0,25.76571345623458,0,,0,,0,,0,ACT,1,2008,11,24,0,1000,5000,1,1
17339,Candace Hamilton (hester),Candace,Hamilton (hester),F,2,27,0,166.0,0,71.0,0,25.76571345623458,0,,0,,0,,0,CUT,4,2009,53,179,0,1000,5000,2,1
17339,Candace Hester,Candace,Hester,F,2,29,0,166.0,0,71.0,0,25.76571345623458,0,CrossFit Oakland,839,United States,1,North America,1,CUT,4,2012,27,380,1,242,2307,3,1
17606,Eric O'connor,Eric,O'connor,M,1,27,0,178.0,0,83.0,0,26.19618735008206,0,,0,,0,,0,ACT,1,2008,23,18,0,1000,5000,1,1
17606,Eric O'connor,Eric,O'connor,M,1,28,0,178.0,0,83.0,0,26.19618735008206,0,,0,,0,,0,CUT,4,2009,26,145,0,1000,5000,2,1
17606,Eric O'connor,Eric,O'connor,M,1,29,0,178.0,0,83.0,0,26.19618735008206,0,,0,,0,,0,CUT,4,2010,19,105,0,1000,5000,3,1
17703,Matt Chan,Matt,Chan,M,1,30,0,176.0,0,99.0,0,31.960227272727273,0,,0,,0,,0,ACT,1,2008,8,16,0,1000,5000,1,1
17703,Matt Chan,Matt,Chan,M,1,31,0,176.0,0,99.0,0,31.960227272727273,0,,0,,0,,0,CUT,4,2009,18,116,0,1000,5000,2,1
17703,Matt Chan,Matt,Chan,M,1,32,0,176.0,0,99.0,0,31.960227272727273,0,,0,,0,,0,ACT,1,2010,4,73,0,1000,5000,3,1
17703,Matt Chan,Matt,Chan,M,1,33,0,176.0,0,99.0,0,31.960227272727273,0,,0,United States,1,North America,1,ACT,1,2011,10,670,0,1000,5000,4,1
17703,Matt Chan,Matt,Chan,M,1,33,0,176.0,0,99.0,0,31.960227272727273,0,CrossFit Verve,1176,United States,1,North America,1,ACT,1,2012,2,975,1,79,1646,5,1
17703,Matt Chan,Matt,Chan,M,1,35,0,176.0,0,99.0,0,31.960227272727273,0,CrossFit Verve,1176,United States,1,North America,1,ACT,1,2013,21,589,1,211,2574,6,2
17774,Carla Nunes da Costa,Carla,Nunes da Costa,F,2,37,0,174.0,0,70.0,0,23.120623596247853,0,Cape CrossFit,2132,,0,Africa,5,CUT,4,2013,38,309,1,1000,5000,1,1
18006,Matthew Lefave,Matthew,Lefave,M,1,30,0,183.0,0,93.0,0,27.77031263997133,0,CrossFit DeltaTrain,2571,Canada,5,North America,1,CUT,4,2012,39,257,1,56,1365,1,1
18061,Armand Mccormick,Armand,Mccormick,M,1,29,0,178.0,0,84.0,0,26.511804065143288,0,,0,United States,1,North America,1,CUT,4,2011,24,320,1,73,1262,1,1
18199,Chong Tseng,Chong,Tseng,M,1,33,0,183.0,0,82.0,0,24.48565200513601,0,,0,,0,,0,ACT,1,2008,104,30,0,1000,5000,1,1
18274,Bjork Odinsdottir,Bjork,Odinsdottir,F,2,26,0,160.0,0,63.0,0,24.609374999999996,0,CrossFit Nordic,1009,,0,Europe,4,ACT,1,2014,19,616,1,58,1037,1,1
18543,Frederik Aegidius,Frederik,Aegidius,M,1,24,0,174.0,0,84.0,0,27.74474831549742,0,,0,,0,Europe,4,CUT,4,2012,30,382,1,30,938,1,1
18543,Frederik Aegidius,Frederik,Aegidius,M,1,26,0,174.0,0,84.0,0,27.74474831549742,0,CrossFit Reykjavík,2025,,0,Europe,4,ACT,1,2013,15,612,1,25,498,2,2
18543,Frederik Aegidius,Frederik,Aegidius,M,1,30,0,174.0,0,84.0,0,27.74474831549742,0,,0,Denmark,16,Europe,4,ACT,1,2017,24,462,1,28,564,3,3
18543,Frederick Aegidius,Frederick,Aegidius,M,1,31,0,174.0,0,84.0,0,27.74474831549742,0,Reebok CrossFit Reykjavík,2025,Iceland,6,Europe,4,ACT,1,2018,21,586,1,46,1752,4,4
18543,Frederik Aegidius,Frederik,Aegidius,M,1,32,0,174.0,0,84.0,0,27.74474831549742,0,CrossFit Reykjavík,2025,Denmark,16,Europe,4,CUT,4,2019,140,0,1,18,375,4,5
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,19,0,170.0,0,69.0,0,23.87543252595156,0,,0,,0,,0,DNF,3,2009,11,54,0,1000,5000,1,5
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,20,0,170.0,0,69.0,0,23.87543252595156,0,,0,,0,,0,ACT,1,2010,2,43,0,1000,5000,2,5
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,21,0,170.0,0,69.0,0,23.87543252595156,0,,0,Iceland,6,Europe,4,ACT,1,2011,1,842,1,1,21,3,1
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,21,0,170.0,0,69.0,0,23.87543252595156,0,CrossFit Reykjavík,2025,,0,Europe,4,ACT,1,2012,1,1062,1,3,107,4,2
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,24,0,170.0,0,69.0,0,23.87543252595156,0,CrossFit Reykjavík,2025,,0,Europe,4,ACT,1,2014,2,878,1,28,580,5,3
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,25,0,170.0,0,69.0,0,23.87543252595156,0,CrossFit Reykjavík,2025,Iceland,6,Europe,4,WD,2,2015,38,410,1,1,111,6,4
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,26,0,170.0,0,69.0,0,23.87543252595156,0,CrossFit Reykjavík,2025,Iceland,6,Europe,4,ACT,1,2016,13,682,1,10,128,7,5
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,27,0,170.0,0,69.0,0,23.87543252595156,0,,0,Iceland,6,Europe,4,ACT,1,2017,3,964,1,7,127,8,6
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,28,0,170.0,0,69.0,0,23.87543252595156,0,Reebok CrossFit Reykjavík,2025,Iceland,6,Europe,4,ACT,1,2018,5,866,1,5,336,9,7
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,29,0,170.0,0,69.0,0,23.87543252595156,0,CrossFit Reykjavík,2025,Iceland,6,Europe,4,CUT,4,2019,11,370,1,2,72,10,8
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,31,0,170.0,0,69.0,0,23.87543252595156,0,CrossFit Reykjavík,2025,Iceland,6,Europe,4,ACT,1,2021,3,1099,1,118,1501,11,9
18588,Annie Thorisdottir,Annie,Thorisdottir,F,2,33,0,170.0,0,69.0,0,23.87543252595156,0,CrossFit Reykjavík,2025,Iceland,6,Europe,4,ACT,1,2023,0,0,1,54,850,11,10
18641,Carey Kepler,Carey,Kepler,F,2,34,0,171.0,0,63.0,0,21.545090797168363,0,,0,,0,,0,ACT,1,2009,3,75,0,1000,5000,1,10
18641,Carey Kepler,Carey,Kepler,F,2,35,0,171.0,0,63.0,0,21.545090797168363,0,,0,,0,,0,ACT,1,2010,16,131,0,1000,5000,2,10
18641,Carey Kepler,Carey,Kepler,F,2,36,0,171.0,0,63.0,0,21.545090797168363,0,,0,United States,1,North America,1,CUT,4,2011,28,244,1,11,253,3,1
19058,Nancy Mckeage,Nancy,Mckeage,F,2,38,0,175.0,0,68.0,0,22.20408163265306,0,,0,,0,,0,CUT,4,2010,32,114,0,1000,5000,1,1
19117,Lauren Fisher,Lauren,Fisher,F,2,20,0,166.0,0,64.0,0,23.225431847873423,0,CrossFit Invictus,600,United States,1,North America,1,ACT,1,2014,9,681,1,33,668,1,1
19117,Lauren Fisher,Lauren,Fisher,F,2,22,0,166.0,0,64.0,0,23.225431847873423,0,CrossFit Invictus,600,United States,1,North America,1,ACT,1,2016,25,495,1,31,351,2,2
19117,Lauren Fisher,Lauren,Fisher,F,2,23,0,166.0,0,64.0,0,23.225431847873423,0,,0,United States,1,North America,1,ACT,1,2017,30,386,1,36,559,3,3
19117,Lauren Fisher,Lauren,Fisher,F,2,24,0,166.0,0,64.0,0,23.225431847873423,0,CrossFit Alioth,15349,United Arab Emirates,12,Asia,6,ACT,1,2018,31,392,1,166,2559,4,4
19155,Jesse Disch,Jesse,Disch,M,1,26,0,178.0,0,91.0,0,28.721121070571897,0,,0,United States,1,North America,1,CUT,4,2011,29,229,1,194,2600,1,1
19269,Cody Anderson,Cody,Anderson,M,1,22,0,171.0,0,78.0,0,26.674874320303687,0,,0,United States,1,North America,1,ACT,1,2014,22,564,1,888,5000,1,1
19269,Cody Anderson,Cody,Anderson,M,1,25,0,171.0,0,78.0,0,26.674874320303687,0,,0,United States,1,North America,1,ACT,1,2017,15,574,1,412,3662,2,2
19269,Cody Anderson,Cody,Anderson,M,1,26,0,171.0,0,78.0,0,26.674874320303687,0,CrossFit Alioth,15349,United States,1,North America,1,ACT,1,2018,10,712,1,56,1949,3,3
19412,Ashley Carriveau,Ashley,Carriveau,F,2,29,0,161.0,0,65.66385372714487,1,24.01308087921364,1,CrossFit San Jose,879,United States,1,North America,1,CUT,4,2013,41,261,1,174,1726,1,1
19501,Thuridur Erla Helgadottir,Thuridur Erla,Helgadottir,F,2,19,0,164.0,0,59.0,0,21.936347412254616,0,CrossFit Sport,443,,0,Europe,4,CUT,4,2012,35,319,1,73,992,1,1
19501,Thuridur Erla Helgadottir,Thuridur Erla,Helgadottir,F,2,23,0,164.0,0,59.0,0,21.936347412254616,0,CrossFit Sport,443,Iceland,6,Europe,4,ACT,1,2015,28,451,1,80,1605,2,2
19501,Thuridur Erla Helgadottir,Thuridur Erla,Helgadottir,F,2,24,0,164.0,0,59.0,0,21.936347412254616,0,CrossFit Sport,443,Iceland,6,Europe,4,ACT,1,2016,19,563,1,46,524,3,3
19501,Thuridur Erla Helgadottir,Thuridur Erla,Helgadottir,F,2,25,0,164.0,0,59.0,0,21.936347412254616,0,,0,Iceland,6,Europe,4,ACT,1,2017,18,556,1,8,149,4,4
19501,Thuridur Erla Helgadottir,Thuridur Erla,Helgadottir,F,2,27,0,164.0,0,59.0,0,21.936347412254616,0,CrossFit Zug,3834,Iceland,6,Europe,4,ACT,1,2019,9,611,1,36,729,5,5
19501,Thuridur Erla Helgadottir,Thuridur Erla,Helgadottir,F,2,29,0,164.0,0,59.0,0,21.936347412254616,0,CrossFit Zug,3834,Iceland,6,Europe,4,ACT,1,2021,13,723,1,29,573,6,6
19501,Thuridur Erla Helgadottir,Thuridur Erla,Helgadottir,F,2,30,0,164.0,0,59.0,0,21.936347412254616,0,CrossFit Zug,3834,Iceland,6,Europe,4,ACT,1,2022,22,582,1,46,265,7,7
19575,Lance Cantu,Lance,Cantu,M,1,27,0,181.0,0,82.0,0,25.029760996306585,0,,0,,0,,0,CUT,4,2009,34,176,0,1000,5000,1,7
19837,Russell Berger,Russell,Berger,M,1,23,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,,0,,0,CUT,4,2009,46,172,0,1000,5000,1,7
19941,Simon Paquette,Simon,Paquette,M,1,24,0,181.0,0,93.0,0,28.387411861664784,0,Concept Ekilibre CrossFit,3608,Canada,5,North America,1,ACT,1,2013,26,561,1,69,1383,1,1
19999,Darren Rosten,Darren,Rosten,M,1,27,0,186.0,0,98.0,0,28.326974216672443,0,,0,,0,,0,ACT,1,2008,56,22,0,1000,5000,1,1
19999,Darren Rosten,Darren,Rosten,M,1,28,0,186.0,0,98.0,0,28.326974216672443,0,,0,,0,,0,CUT,4,2009,39,196,0,1000,5000,2,1
20514,Geoffrey Tudisco,Geoffrey,Tudisco,M,1,33,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,,0,,0,CUT,4,2009,59,197,0,1000,5000,1,1
20514,Geoffrey Tudisco,Geoffrey,Tudisco,M,1,34,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,,0,,0,CUT,4,2010,44,166,0,1000,5000,2,1
20612,Rachel Martinez,Rachel,Martinez,F,2,30,0,155.0,0,61.0,0,25.390218522372525,0,CrossFit New England,505,United States,1,North America,1,ACT,1,2014,28,502,1,79,1253,1,1
20698,Tim Paulson,Tim,Paulson,M,1,27,0,186.0,0,98.0,0,28.326974216672443,0,,0,United States,1,North America,1,ACT,1,2017,19,514,1,24,521,1,1
20698,Tim Paulson,Tim,Paulson,M,1,28,0,186.0,0,98.0,0,28.326974216672443,0,CrossFit Pallas,5307,United States,1,North America,1,ACT,1,2018,29,480,1,9,843,2,2
20698,Tim Paulson,Tim,Paulson,M,1,29,0,186.0,0,98.0,0,28.326974216672443,0,CrossFit Pallas,5307,United States,1,North America,1,CUT,4,2019,105,0,1,31,501,2,3
20698,Tim Paulson,Tim,Paulson,M,1,30,0,186.0,0,98.0,0,28.326974216672443,0,CrossFit Pallas,5307,United States,1,North America,1,ACT,1,2020,14,0,1,15,247,2,4
20698,Timothy Paulson,Timothy,Paulson,M,1,31,0,186.0,0,98.0,0,28.326974216672443,0,CrossFit Pallas,5307,United States,1,North America,1,CUT,4,2021,28,326,1,53,1091,3,5
20698,Timothy Paulson,Timothy,Paulson,M,1,32,0,186.0,0,98.0,0,28.326974216672443,0,CrossFit Pallas,5307,United States,1,North America,1,ACT,1,2022,23,541,1,164,1014,4,6
20717,Bryan Diaz,Bryan,Diaz,M,1,28,0,176.0,0,91.0,0,29.3775826446281,0,Bayou City CrossFit,897,United States,1,North America,1,CUT,4,2012,43,199,1,176,2751,1,1
20900,Lisa Ray,Lisa,Ray,F,2,37,0,165.37482517482516,1,65.66385372714487,1,24.01308087921364,1,,0,,0,,0,CUT,4,2009,44,141,0,1000,5000,1,1
21087,Amanda Allen,Amanda,Allen,F,2,40,0,167.0,0,70.0,0,25.099501595611173,0,,0,Australia,3,Oceania,7,CUT,4,2011,19,348,0,1000,5000,1,1
21152,Maria Corvin,Maria,Corvin,F,2,44,0,153.0,0,50.0,0,21.35930624973301,0,,0,,0,,0,ACT,1,2008,36,37,0,1000,5000,1,1
21292,Anonymous Anonymous,Anonymous,Anonymous,M,1,22,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,NorCal CrossFit,2605,United States,1,North America,1,ACT,1,2013,5,765,1,29,602,1,1
21292,Anonymous Anonymous,Anonymous,Anonymous,M,1,25,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,United States,1,North America,1,ACT,1,2016,20,530,1,176,1728,2,2
21292,Anonymous Anonymous,Anonymous,Anonymous,M,1,26,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,United States,1,North America,1,ACT,1,2017,13,666,1,96,1260,3,3
21298,Mike Hom,Mike,Hom,M,1,24,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,,0,,0,ACT,1,2007,15,223,0,1000,5000,1,3
21298,Mike Hom,Mike,Hom,M,1,25,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,,0,,0,ACT,1,2008,72,24,0,1000,5000,2,3
21343,Kenneth Leverich,Kenneth,Leverich,M,1,23,0,173.0,0,84.0,0,28.06642386982525,0,,0,United States,1,North America,1,CUT,4,2012,17,604,1,3,197,1,1
21343,Kenneth Leverich,Kenneth,Leverich,M,1,25,0,173.0,0,84.0,0,28.06642386982525,0,,0,United States,1,North America,1,ACT,1,2013,28,547,1,5,113,2,2
21343,Kenneth Leverich,Kenneth,Leverich,M,1,26,0,173.0,0,84.0,0,28.06642386982525,0,,0,United States,1,North America,1,ACT,1,2014,19,599,1,461,5000,3,3
21379,Jason Feudale,Jason,Feudale,M,1,29,0,158.0,0,71.0,0,28.44095497516423,0,,0,,0,,0,ACT,1,2008,76,24,0,1000,5000,1,3
21556,Madeline Sturt,Madeline,Sturt,F,2,19,0,159.0,0,63.0,0,24.919900320398717,0,CrossFit Newcastle,835,Australia,3,Oceania,7,ACT,1,2016,39,147,1,330,2544,1,1
21556,Madeline Sturt,Madeline,Sturt,F,2,20,0,159.0,0,63.0,0,24.919900320398717,0,,0,Australia,3,Oceania,7,ACT,1,2017,35,298,1,300,2566,2,2
21556,Madeline Sturt,Madeline,Sturt,F,2,21,0,159.0,0,63.0,0,24.919900320398717,0,CrossFit Urge,7846,Australia,3,Oceania,7,ACT,1,2018,20,580,1,41,1059,3,3
21556,Madeline Sturt,Madeline,Sturt,F,2,22,0,159.0,0,63.0,0,24.919900320398717,0,CrossFit Urge,7846,Australia,3,Oceania,7,CUT,4,2019,22,244,1,63,991,4,4
21566,Anthony Bainbridge,Anthony,Bainbridge,M,1,29,0,171.0,0,76.0,0,25.990903183885642,0,,0,,0,,0,ACT,1,2008,16,17,0,1000,5000,1,4
21658,Michael Mogard,Michael,Mogard,M,1,29,0,176.0,0,81.0,0,26.149276859504134,0,Reebok CrossFit 673,4485,,0,Asia,6,WD,2,2013,46,159,1,611,5000,1,1
21682,Lisa Thiel,Lisa,Thiel,F,2,33,0,173.0,0,67.0,0,22.386314277122523,0,,0,United States,1,North America,1,CUT,4,2011,32,218,1,121,1563,1,1
21868,Charlie Dunifer,Charlie,Dunifer,M,1,30,0,171.0,0,75.0,0,25.64891761567662,0,,0,,0,,0,CUT,4,2009,52,211,0,1000,5000,1,1
21901,Lisa Shiu,Lisa,Shiu,F,2,29,0,163.0,0,62.0,0,23.335466144755166,0,,0,United States,1,North America,1,CUT,4,2011,18,353,1,7,219,1,1
22026,Josh Wagner,Josh,Wagner,M,1,27,0,176.0,0,83.0,0,26.794938016528928,0,,0,,0,,0,CUT,4,2009,40,200,0,1000,5000,1,1
22340,Katie Hogan,Katie,Hogan,F,2,26,0,176.0,0,78.0,0,25.180785123966942,0,,0,,0,,0,CUT,4,2009,18,118,0,1000,5000,1,1
22340,Katie Hogan,Katie,Hogan,F,2,28,0,176.0,0,78.0,0,25.180785123966942,0,,0,United States,1,North America,1,CUT,4,2011,20,343,1,69,1046,2,1
22357,Julie Cleghorn,Julie,Cleghorn,F,2,42,0,166.0,0,54.0,0,19.5964581216432,0,,0,,0,,0,ACT,1,2008,23,28,0,1000,5000,1,1
22982,Emily Carothers,Emily,Carothers,F,2,31,0,158.0,0,59.0,0,23.634033007530842,0,,0,United States,1,North America,1,ACT,1,2013,23,596,1,15,296,1,1
22982,Emily Carothers,Emily,Carothers,F,2,32,0,158.0,0,59.0,0,23.634033007530842,0,,0,United States,1,North America,1,ACT,1,2014,13,664,1,44,893,2,2
23344,Pat Sherwood,Pat,Sherwood,M,1,33,0,173.0,0,88.37544696066746,1,28.084429605483873,1,,0,,0,,0,CUT,4,2009,58,195,0,1000,5000,1,2
23452,Travis Cassidy,Travis,Cassidy,M,1,25,0,171.0,0,82.0,0,28.042816593139772,0,,0,,0,,0,ACT,1,2008,28,19,0,1000,5000,1,2
23655,Ant Haynes,Ant,Haynes,M,1,29,0,179.0,0,89.0,0,27.776910832995224,0,CrossFit CFPT,6874,China,24,Asia,6,CUT,4,2019,27,218,1,123,1572,1,1
23655,Ant Haynes,Ant,Haynes,M,1,33,0,179.0,0,89.0,0,27.776910832995224,0,CrossFit CSTL,6874,China,24,Asia,6,ACT,1,2023,0,0,1,335,5000,1,2
23820,Shana Alverson,Shana,Alverson,F,2,33,0,163.0,0,63.0,0,23.711844630960897,0,,0,,0,,0,CUT,4,2009,25,137,0,1000,5000,1,2
23820,Shana Alverson,Shana,Alverson,F,2,34,0,163.0,0,63.0,0,23.711844630960897,0,,0,,0,,0,CUT,4,2010,28,102,0,1000,5000,2,2
23820,Shana Alverson,Shana,Alverson,F,2,35,0,163.0,0,63.0,0,23.711844630960897,0,,0,United States,1,North America,1,CUT,4,2011,36,146,1,237,2358,3,1
23820,Shana Alverson,Shana,Alverson,F,2,35,0,163.0,0,63.0,0,23.711844630960897,0,CrossFit East Decatur,767,United States,1,North America,1,CUT,4,2012,38,265,1,190,1948,4,2
23856,Sheila Barden,Sheila,Barden,F,2,26,0,153.0,0,59.0,0,25.20398137468495,0,CrossFit Passaic Valley,1398,United States,1,North America,1,ACT,1,2014,25,554,1,155,2059,1,1
23856,Sheila Barden,Sheila,Barden,F,2,28,0,153.0,0,59.0,0,25.20398137468495,0,CrossFit Kinesis,13923,United States,1,North America,1,ACT,1,2016,34,363,1,73,747,2,2
24092,Michael Fitzgerald,Michael,Fitzgerald,M,1,23,0,186.0,0,91.0,0,26.303618915481554,0,,0,,0,,0,ACT,1,2009,11,137,0,1000,5000,1,2
24092,Michael Fitzgerald,Michael,Fitzgerald,M,1,24,0,186.0,0,91.0,0,26.303618915481554,0,,0,,0,,0,CUT,4,2010,37,122,0,1000,5000,2,2
24156,Neal Maddox,Neal,Maddox,M,1,32,0,178.0,0,98.0,0,30.930438076000502,0,,0,,0,,0,CUT,4,2010,25,93,0,1000,5000,1,2
24156,Neal Maddox,Neal,Maddox,M,1,33,0,178.0,0,98.0,0,30.930438076000502,0,,0,United States,1,North America,1,CUT,4,2011,32,201,1,7,164,2,1
24156,Neal Maddox,Neal,Maddox,M,1,33,0,178.0,0,98.0,0,30.930438076000502,0,CrossFit X-treme Athletics,3606,United States,1,North America,1,CUT,4,2012,20,527,1,6,296,3,2
24156,Neal Maddox,Neal,Maddox,M,1,35,0,178.0,0,98.0,0,30.930438076000502,0,CrossFit X-treme Athletics,3606,United States,1,North America,1,ACT,1,2013,9,663,1,6,122,4,3
24156,Neal Maddox,Neal,Maddox,M,1,36,0,178.0,0,98.0,0,30.930438076000502,0,CrossFit X-treme Athletics,3606,United States,1,North America,1,ACT,1,2014,15,629,1,10,400,5,4
24156,Neal Maddox,Neal,Maddox,M,1,37,0,178.0,0,98.0,0,30.930438076000502,0,CrossFit X-treme Athletics,3606,United States,1,North America,1,WD,2,2015,39,198,1,18,943,6,5
24281,Jeralee Anderson,Jeralee,Anderson,F,2,27,0,163.0,0,65.66385372714487,1,24.01308087921364,1,,0,,0,,0,ACT,1,2008,31,31,0,1000,5000,1,5
24309,Lukas Högberg,Lukas,Högberg,M,1,23,0,183.0,0,96.0,0,28.666129176744597,0,CrossFit Solid,2290,,0,Europe,4,ACT,1,2014,23,533,1,50,1111,1,1
24309,Lukas Högberg,Lukas,Högberg,M,1,24,0,183.0,0,96.0,0,28.666129176744597,0,CrossFit Solid,2290,Sweden,11,Europe,4,ACT,1,2015,30,385,1,79,2396,2,2
24309,Lukas Högberg,Lukas,Högberg,M,1,25,0,183.0,0,96.0,0,28.666129176744597,0,CrossFit Solid,2290,Sweden,11,Europe,4,ACT,1,2016,14,640,1,52,682,3,3
24309,Lukas Högberg,Lukas,Högberg,M,1,27,0,183.0,0,96.0,0,28.666129176744597,0,CrossFit Nordic,1009,Sweden,11,Europe,4,ACT,1,2018,3,886,1,90,2363,4,4
24309,Lukas Högberg,Lukas,Högberg,M,1,28,0,183.0,0,96.0,0,28.666129176744597,0,CrossFit Nordic,1009,Sweden,11,Europe,4,CUT,4,2019,17,319,1,21,416,5,5
24538,Yurii Hanson,Yurii,Hanson,M,1,34,0,171.0,0,87.0,0,29.75274443418488,0,CrossFit Billings,438,United States,1,North America,1,CUT,4,2012,44,192,1,119,2057,1,1
24547,Andrea Bell,Andrea,Bell,F,2,31,0,161.0,0,59.0,0,22.76146753597469,0,,0,,0,,0,CUT,4,2009,33,189,0,1000,5000,1,1
24883,Natalie McLain,Natalie,McLain,F,2,27,0,155.0,0,55.0,0,22.892819979188342,0,,0,United States,1,North America,1,ACT,1,2013,30,425,1,34,472,1,1
25107,Dana Lynch,Dana,Lynch,F,2,37,0,161.0,0,63.0,0,24.3046178773967,0,,0,,0,,0,CUT,4,2009,66,108,0,1000,5000,1,1
25528,Ruth Anderson Horrell,Ruth,Anderson Horrell,F,2,27,0,167.0,0,66.0,0,23.66524436157625,0,,0,New Zealand,2,Oceania,7,CUT,4,2011,31,220,0,1000,5000,1,1
25528,Ruth Anderson-Horrell,Ruth,Anderson-Horrell,F,2,27,0,167.0,0,66.0,0,23.66524436157625,0,,0,Australia,3,Oceania,7,CUT,4,2012,17,622,1,46,661,2,1
25528,Ruth Anderson-Horrell,Ruth,Anderson-Horrell,F,2,29,0,167.0,0,66.0,0,23.66524436157625,0,,0,Australia,3,Oceania,7,ACT,1,2013,15,658,1,65,778,3,2
25565,Whitney Elks,Whitney,Elks,F,2,28,0,173.0,0,71.0,0,23.722810651876106,0,CrossFit Albuquerque,12095,United States,1,North America,1,ACT,1,2016,30,416,1,348,2678,1,1
25569,Kyle Kasperbauer,Kyle,Kasperbauer,M,1,27,0,173.0,0,87.0,0,29.06879615089044,0,,0,,0,,0,CUT,4,2009,42,126,0,1000,5000,1,1
25569,Kyle Kasperbauer,Kyle,Kasperbauer,M,1,29,0,173.0,0,87.0,0,29.06879615089044,0,CrossFit Omaha,1033,United States,1,North America,1,ACT,1,2012,3,930,1,121,2116,2,1
25569,Kyle Kasperbauer,Kyle,Kasperbauer,M,1,31,0,173.0,0,87.0,0,29.06879615089044,0,CrossFit Omaha,1033,United States,1,North America,1,ACT,1,2013,20,591,1,139,1972,3,2
25569,Kyle Kasperbauer,Kyle,Kasperbauer,M,1,32,0,173.0,0,87.0,0,29.06879615089044,0,CrossFit Omaha,1033,United States,1,North America,1,ACT,1,2014,13,639,1,146,2226,4,3
25613,Edmund Tan,Edmund,Tan,M,1,33,0,170.0,0,68.0,0,23.529411764705884,0,,0,Malaysia,71,Asia,6,CUT,4,2019,102,0,1,1000,5000,0,1
25678,Annie Sakamoto,Annie,Sakamoto,F,2,35,0,153.0,0,55.0,0,23.49523687470631,0,CrossFit Santa Cruz Central,612,United States,1,North America,1,CUT,4,2012,23,496,1,72,977,1,1
25957,Alexander Nettey,Alexander,Nettey,M,1,29,0,186.0,0,84.0,0,24.280263614290668,0,,0,United States,1,North America,1,CUT,4,2013,36,361,1,107,1693,1,1
25957,Alexander Nettey,Alexander,Nettey,M,1,30,0,186.0,0,84.0,0,24.280263614290668,0,,0,United States,1,North America,1,CUT,4,2014,38,347,1,48,1102,2,2
26295,Caroline Fryklund,Caroline,Fryklund,F,2,26,0,173.0,0,67.0,0,22.386314277122523,0,CrossFit Kalmar,1343,,0,Europe,4,CUT,4,2012,25,426,1,414,3656,1,1
26295,Caroline Fryklund,Caroline,Fryklund,F,2,28,0,173.0,0,67.0,0,22.386314277122523,0,CrossFit Kalmar,1343,,0,Europe,4,ACT,1,2013,17,656,1,206,1937,2,2
